Id,Score,Summary,Text,FoodSafetyFlag,SemanticScore,SemanticFlagged,DebertaConfirmed,DebertaSafetyScore,DebertaCategory,FinalSafetyScore,ActionStatus,Human_Is_Hazard,Human_Category,Notes
194139,1,moldy taste,"I thought this product tasted musty or moldy and would not recommend.  As if it had sat in a warehouse too long.  I'm a granola fan and I LOVE the Erin Baker cookies, but this granola didn't cut it.",TRUE,0.440946013,TRUE,TRUE,0.925133169,Spoilage,0.9251,High Alert (Action Required),1,Spoilage,
350865,4,Noodle over this gluten-free winner!,"When I went gluten-free to manage chronic pain, one of the biggest cravings I fought was for pasta.  I tried lots of gluten-free varieties including brown rice pasta, corn pasta, and quinoa pasta and Ancient Harvest Quinoa Pasta is a clear winner!  Cooks up perfectly al dente (as long as you time it--more below on that) and doesn't get mushy.  Flavor is closest to wheat-based or flour-based pastas and is mild enough to work with any type of italian or other sauce.  Firm enough to manage the biggest meatballs when tossing.  Bakes well for casseroles.  Keeps shape and flavor when refrigerated as a cold pasta dish.  I've tried all different forms and find them all to be consistently great!<br /><br />Downsides?  8 oz boxes is really only 2 servings and small servings at that.  Really need to follow timing suggestions.  I time it at 8 min boiling and then check often until al dente.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
364246,3,Organic Ice Cream Cones,"This item was listed in the gleuten free section but it is not. I did get a complete refund from Amazon, but was disappointed that I could not eat them. I guess this is what happens when you try to do things in a hurry and don't read every single word about a product, and rely on the search to bring up accurate data.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,1,Allergen,
230342,5,Remains one of my favorites,"Re-watching Beetlejuice more than a decade after it thrilled, frightened and enthralled me as a child makes me sad about Mr. Tim Burton's transformation into a Hollywood favorite semi-quirky remake-director (Planet Of The Apes, Sleepy Hollow) in recent years (Big Fish indeed signals a hopeful recovery - if only Charlie And The Chocolate Factory doesn't spoil it...!) At the young age of thirty, and in only his second full length feature, Burton created a cult favorite that is one for the ages. In this bizarre, off-beat script by Michael McDowell (who collaborated with him before on an episode of the `Alfred Hitchcock Presents' television series) he found the ideal vehicle for his unique and strange imagination - and indeed, Burton's unique vision is more apparent here than in any of his movies, The Nightmare Before Christmas being the happy exception. Though it's true that it's not as personal a creation as `Nightmare' or Edward Scissorhands, this is the movie that would place Burton on the map as a major director, and would earn him his breakthrough job - directing the first Batman feature film. It is on Beetlejuice that he would also start several long-time collaborations with actors who would work with him again in the future - Michael Keaton (Batman &amp; Batman Returns), Winona Ryder (Edward Scissorhands), Jeffrey Jones (Ed Wood, Sleepy Hollow), Glenn Shadix and Catherine O'Hara (both of whom did voiceovers for Nightmare Before Christmas).<p>So, again, while Beetlejuice isn't as deep and personal film as we would see in Nightmare Before Christmas, Edward Scissorhands, Ed Wood or Big Fish, Beetlejuice is an incredibly imaginative and captivating film and is a perfect black comedy. Geena Davis and Alec Baldwin are both more than adequate, but Michael Keaton in the title part is of course the real star of the show - although in reality his part is much smaller than those of Davis and Baldwin. Keaton is electric and mesmerizing as the bio-exorcist or `the Ghost with the Most', Beetlejuice (spelled BETELGEUSE!), probably the greatest and most memorable performance of his career (with the possible exception of the part of Batman). Keaton really let loose in Beetlejuice, and he and Burton were seemingly having a blast - they created one of the most memorable horror and comedy characters on the big screen. Seventeen year old Winona is also terrific as Goth-girl Lydia, fascinated and repulsed by Betelgeuse's extreme personality. Similarities between her character here and the one in Edward Scissorhands are easy to find, but for my money her performance as Lydia is the better one.<p>And in conclusion, if there's any movie that I'd recommend to own on VCR or DVD, it's Beetlejuice; because Burton at his best made films that are well rewarding in repeated viewing, and Beetlejuice is Burton at his very, very best, even if it's not his best film. So even if it's not an essential masterpiece like Edward Scissorhands, Beetlejuice is one of the classic cult films of all time, and I can't imagine going through life without it - that is, if you have the tiniest bit of a sense of fun and humor.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
546309,1,Ugh *Awful Face* Spitting out over the sink rinsing my mouth,"I love other Larabar products (and have them in my cabinet currently).  This one however shouldn't have ever made it through their testers.  It's so horrible that even 1 1/2 years after trying it, the thought of it causes my face to automatically squinsh up in digust.  I cannot express fully in words the utter awfulness of this product.  However, the telling of the story of both my mother and I leaning over separate sinks spitting it out and rinsing our mouths is sure to set both of us off in hysterics to the bemusement of anyone around us.  I wholeheartedly DO NOT recommend trying this product.  (Ugh.  I need to go rinse my mouth with mouthwash just from thinking about this product long enough to write this review.)",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
40376,5,A Delicious Way to Enjoy More Fiber,"I was very pleasantly surprised when I first tried Smart Bran. I love its crunchy texture and great flavor, all the more because it is low in sodium and low in sugar without resorting to using Aspartame. The fact that all of the ingredients are organic is a definite health plus. I have been eating Fiber One original (the ""twigs"") for years because it seemed to be the only really high fiber cereal (14 grams)and was not loaded with sugar in one form or another. It is sweetened with Aspartame, however, contains corn oil, guar gum and a few other less-than-desireable ingredients, and is primarily corn bran. Smart Bran is composed of Oat Bran which has been shown to help reduce high cholesterol. I haven't heard anything about corn bran in that regard. Smart Bran also contains psyllium in a very tasty form & works great for keeping the lower digestive track functioning efficiently. I mix a rounded quarter cup of Smart Bran with fresh fruit and cottage cheese for my breakfast most mornings and find it's a great way to start the day. Buying it through Amazon in a 6 pack saves me more than $1.50 per box over local supermarket prices, and I don't have to worry about it being out of stock.  I highly recommend Smart Bran, and look forward to incorporating it in my baking as well.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
304108,5,great for long stable energy,I love this product. Gives you energy but not a shaky buzz that can happen with energy drinks. It's just a little pep that is long and consistent with no crash at the end of the day. Highly recommend.,TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
425367,1,"crema yes, aroma no","Light roast, lots of crema, no aroma, little flavor.  If you adjust the grind for a 25 second<br />extraction and increase the temperature a bit, you can get some espresso like brown substance<br />from these beans, but still a little thin and sour.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
467777,4,Salty but filling,"My husband will not make more of an effort to feed himself than to heat something up and if I'm not around to provide for him or leave him something already made in the fridge, his immediate go-to is canned soups and canned pastas. As such, I thought these Hormel meals would be a brilliant thing to have around the house. Not only are they right up his alley with being extremely easy to prepare but there is a very wide variety, they come in their own bowl, and you don't need to refrigerate them. I had visions of him keeping a stash at work or in his car and never having to buy lunch if he forgot it at home. Or even him grabbing one for a late night snack and being pleased that he had so many different kinds to choose from.<br /><br />Well, he quickly killed that after trying about four of them. He now will only eat them as a last resort. He's really not all that fond of them. Which leaves me to eat them seeing as how we have so many in the house.<br /><br />The chicken breast and dressing is one of the better ones of the Hormel line but it does have its faults. The gravy is too salty like many of Hormel's products. The dressing, though, is good and filling and I actually prefer it over the potatoes you can find in many of the red meat meals. I'm not normally a fan of celery but the occasional crisp it adds to the dressing is very welcome. The texture gives what would otherwise be a pretty mushy meal, a tiny bit of contrast. The chicken in this is one of Hormel's better meats, mostly because I feel like I'm actually eating meat (which unfortunately isn't always the case with Hormel). I would say that the gravy would be much better with way less salt but I'm afraid if you took the salt away, the flavor would just be a bland, blah bore.<br /><br />For what this is -- a non-perishable prepared food that is fairly cheap -- it's pretty good. It will fill you up quickly at very low effort and cost, but if you are going to compare it to something you can make yourself, well, there really isn't any comparison.<br /><br />All I know is that if the end of the world were to come, we have so many of these that we would be set for some while. Well, as long as the end of the world didn't mean the end of working microwaves, that is :)",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
128187,4,Smells good,And tastes yummy when you fry plantains with it. I had a bad sunburn last year on my shoulders. They were red and peeling and I put this on my skin and what a relief. The burning stopped and minimized the peeling. IDK about all the other health properties/uses people rave about though. Oh and it solidifies rather easily.,TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
396583,5,Real deal,"I make risotto from scratch and have perfected my technique over the years.  Its a point of pride.  And I don't mind the time, attention and ingredients it takes...normally.  But when this product is basically what I'm trying to achieve, sometimes I just want the easy way!  I add some chopped sauteed onions and shaved (real, from a wedge not a can) parmesan, but its fantastic without that.  And when I'm making suppli al telefono (rice balls, amazing) this is REALLY what I want.  You need cooled leftover risotto for that dish, so when there are 5 steps to THAT recipe its so nice to cut out the 5 initial steps that homemade risotto requires!<br /><br />This is not a microwave dish by the way, it is the packet of rice and seasonings.  Also when I can't get to Trader Joes for saffron this is a necessity, its an arm and a leg at the grocery store.  And the grocery stopped carrying this product so I'm glad Amazon came through!  Same price as manufacturer's website ($18.75).",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
172391,4,Potato chips are great!,"The potato chips are great!  We love them.  The corn chips are not so great.  They taste stale, even though they are not.  I don't think the popping process is a good fit for corn chips.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
273408,5,great product,"My dog loves them!  They are perfect to keep her busy for a long time.  They do smell a little, so best to give them to your dog outside or in separate room.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
439507,4,Great Product,"I decided to buy this after it was recommended by my mother inlaw, i had a little bit of cramping in the first week of use but this soon passed. By the second week i was seeing a very good result. Though at the time when i was using this product i was also using Choyung Tea as well which i will also highly recommend. I will also highly recommend CHOYUNG TEA (i got a trial bottle from: [...])",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
316618,5,A Familiar Favorite,"These are the same Honey Maid Graham Crackers we all grew up with. Generally accepted as a healthier alternative to store bought cookies, they still offer enough sweetness to satisfy that craving for sugar that most of us have from time to time. The only real difference here is that instead of the old rectangular crackers in 4 sections, they are half-size squares of 2 sections (I remember breaking the full size crackers into 4 smaller sections before eating them). I guess the thought is that the smaller size packages will be less likely to get stale before eating this way.<br /><br />I am ambivalent to the change in cracker size personally, and certainly wouldn't pay extra for it (fortunately, it appears that Nabisco isn't charging extra for the value add). Five stars because I love the graham crackers. P-)",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
221060,3,"Great Ingredients, Super Messy, and Easy to Choke On","I really, really wanted these to work. They have fantastic ingredients, they taste great, and they're hard... to start off with. Once my 9 month old baby starts chewing on these, they get soft, squishy, and on every single thing they get near. They're perfect if your kid is in a high chair with a bib and can have a bath afterward. The other downside is that they do break off in big chunks and it's easy for the baby to bite off more than he can handle. I'll keep using these when my son is a little older because I think they're probably better suited for an older baby who is teething, rather than someone under a year.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,1,Quality_Defect,
498358,5,The Best Mosquito Killer and Repellant for Your Yard,"I live in an area in Minnesota where mosquitoes are numerous and extremely bothersome.  Since we have relatively short summers, I look forward to the summer season to enjoy the outdoors, but mosquitoes will literally ruin the summer season if not treated.  In addition, mosquitoes carry West Nile Disease, and a dear friend several houses away contracted this disease while working in his yard.  He was severely ill for months, and was lucky to survive.  To protect my family, I decided to take my yard back from the blood-sucking, disease-carrying demoms.  I first tried one of the mosquitoe magnet devices, <a href=""http://www.amazon.com/gp/product/B000094YKM"">Mosquito Magnet MM4000 Defender Mosquito Trap</a>,but despite its great hype (and price!), it did not eliminated the biting tormentors.  I then sprayed the yard with an application of Cutter Bug-Free Backyard.  The results were stunning!  For the first time in many summer seasons, the yard was virtually free of mosquitoes. I have been using this product ever since, and am quite satisfied with it.  For me it works better than any other product I've tried.  The best feature of this product is that it both kills and then repells mosquitoes and bugs.  I have found that it lasts about 3 weeks maximum, and that is dependent on the weather.  If it rains hard after applying the repellent, I know I will have to reapply the chemical to the yard.  A light rain does not seem to affect the repellant quality. Although Cutter advertizes an 8-week mosquito-free period, this is entirely inaccurate; the product must be applied every 2-3 weeks for effective mosquito control<br /><br />The active ingredient is Permethrin.  Permethrin is extremely toxic to fish and aquatic life, so if you have a backyard pond, avoid spraying this area.  It is also highly toxic to cats, since they lick their fur and ingest the toxin.  Cutter warns to keep all pets off the lawn until the application is completely dry.  Spray the yard from the outside perimeter in.  You don't want to get the chemical on your feet, as it will cause a tingling sensation (it is a neurotoxin and is classified as a ""likely"" carcinogen.  There is also a link to Parkinson's disease).  Wear heavy shoes or rubber boots when applying.  Cutter instructions say to wet down the yard first, but I usually apply in the early AM when dew is still present. Avoid applying in windy conditions as you don't want this stuff blowing back on you.  Cutter says to not apply more than 14 treatments per year.<br /><br />The product can be applied by simply attaching the nozzle to your hose and spraying.  Spray every single piece of greenery possible, as well as the sides of dwelling, window screens, etc.  The wider the perimeter, the better the control of mosquitoes.<br /><br />While there are risks in using any chemical, I apply the chemical carefully per instructions and avoid getting any on my body. The danger of West Nile Disease is significant in this area, and I'd rather apply Cutter's Bug-Free Backyard than avoid going outside.<br /><br />konedog",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
17228,4,Not better than Mounds,"I only rated this item as a 4 star because it is not Dark Chocolate as the label says. It's more like a darker Milk Chocolate. I happen to love ""Dark"" Chocolate.<br /><br />This bar gets the 4 because since I am a recovering sugar addict it is just right for me today because I am being good. I don't think I will purchase this item again because it is not Dark Chocolate, which is what I love.  I will go back to the SunSpire Dark Chocolate Coconut bars because I don't want to feel deprived and their bars are truly Dark Chocolate and Coconut!!!!  I have cut out over 90% of sugar in my diet and I these bars will be my reward.<br /><a href=""http://www.amazon.com/gp/product/B006K02VJC"">Oskri Coconut Bar, Original with Dark Chocolate, 1.9-Ounce (Pack of 20)</a><br />In spots the covering has a whitish look. I don't know whether that is because it traveled across California during a heat wave or because the bars are old. The company needs to adjust/edit their label to be accurate.<br /><br />10:50p.m.<br />Update - I have decided to return this product for a refund. Oskri charges more for Dark Chocolate than for their regular Coconut Bar. I did not feel it was right for them to charge extra for Dark Chocolate when that is not what they deliver. They may not even have a Dark Chocolate Bar, judging by what they shipped to me. It is Milk Chocolate. Anyone who sees these bars will immediately know they are Milk and not Dark Chocolate.<br /><br />I am very disappointed since I no longer eat Milk Chocolate. I am totally addicted to Dark Chocolate.<br /><br />Update 4/25/2012<br />I was wrong about the Chocolate. I opened a second bar and it was Dark Chocolate. I believe some of the bars were melted during the time the package traveled across California during a heat wave. I would definitely recommend this product for anyone loving coconut and Dark chocolate.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
130242,5,"Good size, good package","If Amazon does not smash it with their lame packing ideas, this is good stuff.  If you would rather support some good American olive growers, look up BARI in California. I alternate between them both.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
139243,5,Bask in the power of the coconut,"Yeah, that sounds way out there to me too.  This is amazing stuff.  Its basically coconut thats been dried and ground, also known as coconut butter.  Its rich in fiber and protein, plus plenty of saturated coconut fat.  A number of studies suggest that coconut oils, rich in beneficial fatty acids, may actually be a heart healthy fat in low to moderate amounts.  People who eat coconut frequently around the world seem to have lower incidence of heart disease and certain cancers, and the main fats in coconut all have been demonstrated to have healthful effects, improving HDL and creating LDL thats smaller, harder, and less likely to plaque your arteries.  About 2 or 3 tablespoons of this per day and you've picked up a bit of those oils and some protein and fiber as well.  Plus it tastes really good and goes great in baked goods and candies.<br /><br />When you get it, put the jar in some warm water for a few minutes and the manna will liquify.  Stir thoroughly and it will become a solid again at room temperatures below 76 degrees.  When its a solid, you can scoop some out with a sharp spoon or a butter knife.  As a liquid, it pours.<br /><br />My wife found a recipe for a 'truffle' that incorporates this, cocoa powder, dates, chia seeds and hemp seeds, cinnamon and a few other ingredients.  Its like the best tasting energy bar you've ever had, and all of those ingredients are high in good plant fats, protein and fiber.<br /><br />If you haven't tried this stuff, do some research online and read everyones viewpoint.  I'm not sure about the science behind it but I'm sure that it tastes good and a little wont hurt you.  Coconut manna is the best tasting coconut butter I've tried, and the company has a good reputation for quality.  Try the coconut oil as well.  It works out really well in many dishes, having a sweet, slightly coconut aroma and taste.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
479127,2,Inconsistent quality control and poor management,"As a long-time Stakich customer, I have noticed extreme inconsistency in their raw honey products. One time the honey is very dark in color, and the next time it is very light. One time the honey is very soft (almost like soup) and the next time it is very hard and can barely be removed with a spoon. When I call them, they tell me to heat it up to soften it up. The taste is also inconsistent, but they always have an excuse for that.<br /><br />The owner Steven can be difficult to deal with. He is very selective about which of your emails he will respond to and has a ""my way or the highway"" attitude! He once double-charged my credit card for a single order. It took me several days of fighting with both Stakich and my bank to figure out what happened and to get it straightened out. After some fighting, Steven finally agreed to offer me a free gift, but the catch was that it had to be on my NEXT order....figures, right? So when it came time to reorder, Steven was very rigid and did not allow me to have any input whatsoever in my free gift. He tried to offer me a bracelet /shrug. I tried to be very reasonable and I chose 5 different options that I felt would be appropriate. Steven chose to ignore my emails. I emailed him again, and he responded that he could not make a profit if he chose one of my options. I made him aware that my choices were cheaper on his site than the bracelet and he once again ignored my email. I then emailed him and told him that I was taking my business elsewhere where it would be more appreciated. He once again chose to ignore my email.<br /><br />Bottom line: I rate their product with 3/5 stars because of quality control issues, and I rate their management and people skills 1/5 stars. Trust me when I say this...you are worth very little to them as a customer. It is their way or the highway and they don't care if you go elsewhere. I was a loyal customer of over 10 years and they let me go over $10. I spent well over $1000 with Stakich and they greedily argued with me over a $10 item. I will shop elsewhere even if it costs me a little bit more.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
407758,5,a tea that will impress all tea-drinkers!,"We first tried Black Pearl at my parents' house and we fell in love. As they were preparing the tea, they said how great it was, but we assumed the were exaggerating since, after all... you can get this at any grocery store.<br /><br />Then our tastebuds were in heaven as we slurped down every last drop of this exceptional tea! Think of your favorite black tea. This is probably 30 times better. It has a very deep dark flavor that often gets lost in some of the cheaper brands of bagged tea.<br /><br />It is definitely worth the price difference, and buying it through subscribe and save is a great deal!! This is the tea you pull out for your tea-lovers! It really hits the spot each time we brew. (4 minutes of brew time)... We also sweeten our tea and for me,  it just enhances the flavors!!<br /><br />If you like a darker, savory black tea give this one a try and you'll never turn back!!",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
561956,5,Great Product!,"Since I came to US I was trying different brands to find the perfect traditional Earl Grey blend, like in Europe. ""Stash"" brand was garbage, didn't even taste like Earl Grey. ""Twinnings"" was somewhat drinkable, but very weak. I've also tried others which I don't even remember their names. This one was great, exactly what I was looking for! I've started with regular Earl Grey, not decaffeinated tea, and only later dared to try decaffeinated version, and to my surprise didn't feel big difference. From now on I only drink this tea. It's very strong, even for big 16 oz. cup, aromatic and flavorful. The price is affordable too, especially when buying 6 packs and overall cheaper than at my local grocery store. Someone mentioned that he is bothered to throw away so many wrappers, but I think that having separate foil packages is a big plus. I used to drink tea that had paper packages, and those didn't stay fresh for a long time. As soon as you open the box and over time they will loose their aroma. With this tea individual foil packages the tea stays fresh almost indefinitely. Don't get over obsessed with the environmental hysteria, think rationally. We have many tree farms that were planted for this purpose, so using individual wrapped tea few times a day won't kill your wild forests. Things are not as bad as the media presents it. There are many ways we can be more careful about our waste and consumption, but this is not one of them.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
