Id,label,Text
124209,quality_defect,"I know organic has a different taste, but this is bad. Couldn't get even one cup down. I won't buy again."
84853,illness,"I've been giving my daughter Gerber fruits, veggies, and meat as everyday-meals since she was 6 months old, thinking that she's got enough vitamins and prebiotics. However, she developed digestive problem and chronic constipation; she almost stopped gaining weight since she was 9 months old. I took her to GI and she told me that those packed fruits are all cooked! And there are additives to keep them fresh for long period of time! I started to puree fruits and veggies using Vitamix, and only use Gerber fruits&veggies when we are out and about. Now, after half a year of probiotics and wholesome food, she's slowly getting better and opens her mouth to food."
1128,quality_defect,"Even though the item says ""Pack of 6,"" I only received one. I called them up to see where the other 5 were, and they said that Amazon put it incorrectly. Seriously?? They are issuing a refund, but still. I wanted 6, which is what the item says, and instead and only getting the 1. Should we just not trust what's on Amazon now???"
60689,quality_defect,"i bought one of these bottles because i wanted to try it out first before i got alot of them. i tryed half a bottle since i didnt want to be all hiped up. the taste was horrible..it was like drinking gross medicine. i didnt feel it right away, but i did notice after my walk to my daughters doctor (about 30mins) when i was in the waiting room and i sat down i was pretty tired and could of fell asleep. it was no more than 2 hours of me takingit. im sure if i took the whole bottle i would of gotten more energy. i may buy a few more of these bottles in different flavors. it did help me with early morning appointments that i know i wouldnt of wanted to do( no one likes sitting in  and running back in forth to 3 different offices all day)<br />besides the taste i think its alright"
218048,illness,"I have discovered that this product has things in it that can make my dog sick!!  I feed my dog to keep her healthy, was NOT prepared to kill her as I feed her.  She is on meds and a Healthy Pet food now.  I think the company that sells this product should MAKE SURE they are selling a ""Healthy Product"".<br /><br />Thank you Amazon for the opportunity to ""Inform"" other pet owners of this situation."
149020,quality_defect,"Update - Feb 27, 2012<br />The product worked fine for about 6 weeks.  In the last two weeks we have had issues where the device wouldn't steam intermittently.  Everything was done exactly the same way.  No user error.  Then finally last week it seems the bearings (I think they have bearing) in the center colum broke.  The underside of the Baby brezza is dark - presumably from the grease in the bearings.  The device would steam, but the blade would not spin.<br />Then today, it stopped steaming as well.  About to send the product back.  Had nothing but problems with this since we got it.  $100 just wasted.  Wouldn't recommend it.  Extrememly frustrating when at the last minute you have to figure out some other way to feed your kid.  Products like this need to work, and work well.  They are after all for children and will be used everyday!  Not sure what kind of quality control this company has.<br /><br />(update after a couple of weeks of use)<br />The product does work well.  Yes there are some lumps but if you manually hit the blend button for a bit longer you can get a very smooth puree for your child.<br />The one other issue I have found is that the blade is a bit difficult to take off.  I have to pull it quite hard 40% of the time - hard enought that I though I was going to break the plastic.  My wife felt the same way.  So my rating of 3 stars don't change, however it is stable and good product and we do use it daily.<br /><br />Overall the product works.  However I did have one major problem.  The first time I tried to use the product, it would steam, and the motor would turn on but the blade wouldn't spin.  I called up Baby Brezza and it turns out they had a manufacturing issue where the belt had slipped off the cog for the blade.  They knew about the issue and immediately told me to remove the 5 screws from the bottom, remove the cover and slip the belt onto the cog.  All in all, it was easy to do and took all but 5 minutes.  However, the fact that you get a product that would not work right out the box was a huge dissapointment and my wife was really frustrated.<br />On the plus side, the lady at Baby Brezza did know the issue and was able to get me going right away.  First time I have had success with customer service with any company."
37659,quality_defect,"This is a wonderful product, we all love these at work, which is why I bought the 2 lb bag. But somewhere along the way it got overheated and all melted together in a big ball. Ruined the chocolate and ended up throwing it away. I guess don't order in the summer or come up with another shipping solution."
159079,quality_defect,"This is a fine product.  Tastes great, and is organic.  However the cans are very difficult to open, and often require the use of a tool because the pop-top breaks off.  Guessing this is due to inferior quality aluminum."
284126,spoilage,"I was excited to try this out but disappointed to see that it was about to expire less than a month of receiving it. This is not the first product I've had problems with expiration dates through Amazon. It's been anywhere from Taco Seasoning to Dog Food. I understand that this is organic, but I received this in June and it expired this month. I also understand that it is a problem with Amazon, but since this is an Amazon review, I'm bringing it up.<br /><br />I did try it, and I have to say after trying the food, I was super disappointed that my baby wasn't going to be able to because I thought it was pretty good myself. I was honestly surprised that it wasn't bitter or gross. I loved the packing of this product but wonder if we aren't paying more because of it. The price to me seems a bit on the high side. I will say that Amazon does have the cheapest price at $23.38 (if you subscribe & save) but I see other organic food for less."
513608,quality_defect,"This food is organic, sure.  However, look at the ingredients, top 7 includes chicken meal.  Never feed your pet anything with chicken meal or chicken by product.  It's a cheap substitute, and really is bad for the dog.  I suggest a brand like Evo, Blue Buffalo, ect.  No ingredient should be meal or by product."
436579,quality_defect,"I purchased this oil as I was thrilled that a local grocer actually carried it.  It was a 20.00 bottle.  What a waste of money.  There is so little truffle flavor that you end up using way more than what is normal.  Now, someone who hasn't been in the kitchen for too long might think that this is ""wonderful"" but no..Don't buy..End of story"
102109,quality_defect,I ORDERED THE WRONG THING AND I CANNOT RETURN I WAS VERY UPSET I NEVER OPENED ANY OF THE BOXES
487226,quality_defect,The flavor of what pops is good but only half the corn pops. I know its not my poper because Started using the oil and salt from these packages and different seeds.
452581,quality_defect,"It's probably my bad that I didn't see 'sugar' listed as one of the ingredients. I'm happy that this product is BPA free which I don't see many rice cereal explicitly saying that. If people want to feed sugar to their kids they can add separately, I just don't understand why they add sugar to this baby food. I haven't returned it yet but I will. I end up making my own rice cereal which I found how-to on the web. If anyone is interested, you can go to [...]"
193315,quality_defect,I ordered this product expecting it to to look like the picture shown.  When I received the antler it was about 4inches long and extremely thin (in width).  I have bought antlers for my puppy in the past who is an aggressive chewer and they have lasted for months.  This one is almost gone and it has only been a few days!  Definitely not worth the price and not as pictured!
488404,quality_defect,Recently the products I have gotten are not the same quality they once were.... the filter pads used to be stamped with a senseo water mark ... now they are not I think they are counterfeit - yes I am serious
535723,quality_defect,Nowhere in the description does it mention anything about this coffee being flavored. I'm still not sure what flavor it is. Some type of nut. I wrongly assumed that Jamaican coffee would be similar to the Blue Mountain coffee which Jamaica is known for! How silly of me to assume that! I hate flavored coffees so I was so disappointed to now own 2 boxes of such a horrible coffee. It only says flavored very small on the box so I didn't notice it before I opened it. Hopefully I can pawn it off to visitors and buy some regular bold coffee-flavored coffee for myself!
448837,quality_defect,"I bought these for a cute celebration of St. Patrick's Day for my Team Members.  I was trying to decide between the little boxes and these and chose the cup over the box because of the convenience of just adding milk to the cup.  Though the idea was still cute, each cup had very smudged artwork and the cups all had black ash on the outside of them while sealed in the General Mills box.  It was so bad, I almost thought they might be counterfeit.  The cereal seemed to taste the way it should, but since I bought these for their branding and aesthetics too, I was disappointed. Next time I'll get the small boxes instead."
536073,quality_defect,This coffee is only mediocre in quality. I do not like a highly acidic coffee nor do I like it when the coffee outdates within 6 weeks of the order date. The only reason I am not more dissatified with this lousy coffee is that I paid very little for it by using a credit I had at amazon payments. I do not recommend this coffee.
47976,quality_defect,"I agree that the flavor has changed and it does have a more um... plastic-y taste now but I still think it tastes good (although I have always liked artificial flavors...I know that's kind of weird).  Anyway I liked the previous formula better, but I thought I should share my honest opinion that the new flavor is not that bad."
